added,address,amenities,area,bath,bedrooms,currency,deal_type,description,home_url,house_type,is_titanium,is_trusted,is_verified,location,price,price_in_rupees,purpose,title,type
6 hours ago,"Wapda Town Phase 1, Wapda Town, Lahore, Punjab","{'Main Features': ['Built in year: 2023', 'Parking Spaces: 2', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 1', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Security Staff', 'Other Facilities']}",1 Kanal,6,5,PKR,hot,"Hotline Associates Offers Best Investment Opportunities. ,1 Kanal Fully Furnished House Slightly Used House For SALE In Wapda Town Phase 1 ,Original Pictures Attached ,5 Master Bedroom Attached Bath Room, Spanish Tiled Imported Kitchen, Lavish Drawing, Dining And Tv Lounge. Huge Car Parking Space, Ash Wood Work, A Separate Stairs. Spacious Garage. Huge Car Parking Marble & Tiles Flooring Solid Doors Imported Fittings AAA Construction Outclass Elevation Very Big House Due To Map Design. ,Situated On One Of The Most Desirable And Beautiful Town. ,Transferable House ,Excellent Investment ,If You Want To Buy This Property Or To Get More Information About Its. To Assist You And Take You To A Mini Tour. ,Hotline Associates Deals In Sale And Purchase Of Properties And Rental Properties As Well. With More Than 30 YEARS OF EXPERIENCE And Expertise of Property Management, You Can Trust Us To Deliver. ,For More Information Please Contact Us.",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_1_kanal_fully_furnished_house_slightly_used_house_for_sale_in_wapda_town_phase_1-46146065-4307-1.html,House,yes,yes,no,"Wapda Town, Lahore, Punjab",8.5 Crore,85000000.0,For Sale,1 Kanal Fully Furnished House Slightly Used House For SALE In Wapda Town Phase 1,
4 days ago,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","{'Main Features': ['Built in year: 2021', 'Parking Spaces', 'Double Glazed Windows', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floor', 'Floors in Building', 'Elevators', 'Service Elevators in Building'], 'Rooms': ['Bedrooms', 'Bathrooms', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens', 'Gym', 'Store Rooms', 'Lounge or Sitting Room', 'Laundry Room'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Business Center or Media Room in Building', 'Intercom', 'ATM Machines'], 'Community Features': ['Community Lawn or Garden', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Distance From Airport (kms)', 'Nearby Public Transport Service'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Laundry or Dry Cleaning Facility']}",11.5 Marla,3,3,PKR,super hot,Askari 10 Flat First Floor Three Beds Huge Tv Lounge Beautiful Kitchen Near To Park Available For Sale Please Call For Best Deal,https://www.zameen.com/Property/askari_10_askari_10_-_sector_f_askari_10_beautiful_flat_first_floor_three_beds_urgent_for_sale-51499848-10542-1.html,Flat,no,no,no,"Askari, Lahore, Punjab",3.75 Crore,37500000.0,For Sale,Askari 10 Beautiful Flat First Floor Three Beds Urgent For Sale,
4 days ago,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 1', 'Lobby in Building', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floor: 6', 'Floors in Building: 8', 'Elevators: 2', 'Service Elevators in Building', 'Other Main Features'], 'Rooms': ['Bedrooms: 4', 'Bathrooms: 4', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 1', 'Powder Room ', 'Store Rooms: 1', 'Lounge or Sitting Room', 'Laundry Room'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Conference Room in Building', 'ATM Machines'], 'Community Features': ['Community Lawn or Garden', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Laundry or Dry Cleaning Facility']}",13 Marla,5,4,PKR,super hot,"Brand new 13 marla ring road view fully luxury 6th floor ,4 bedrooms ,4 washrooms ,1 powder room ,1 beautiful kitchen ,drawing and dinning room ,1 servant room with attached washroom ,1 store room ,available for sale please calls only interested cleints",https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_brand_new_ring_road_view_fully_luxury_apartment_6th_floor_4_bedrooms_available_for_sale-51177453-21434-1.html,Flat,no,no,no,"Askari, Lahore, Punjab",4.75 Crore,47500000.0,For Sale,Brand New Ring Road View Fully Luxury Apartment 6th Floor 4 Bedrooms Available For Sale,
4 days ago,"Bahria Town - Jinnah Block, Bahria Town - Sector E, Bahria Town, Lahore, Punjab","{'Main Features': ['Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Furnished'], 'Rooms': ['Drawing Room', 'Dining Room', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled']}",5 Marla,4,3,PKR,super hot,"Jannat Property Network (JPN) Offers Best Investment Opportunities,Get Yourself A House That Suits Your Needs Perfectly. ,The Perfect 5 Marla House Is Available For Sale Now In Bahria Town Lahore. The Prime Location Of Bahria Town Lahore Will Also Ensure That Your Real Estate Asset Will Have Great Market Value. ,Features,3 Beautiful Bedrooms With Attached Washroom,Drawing Room,Tv Lounge,Beautiful Kitchen,Car Garage,Here Is The Perfect House You Can Find In Lahore. ,Trust Us, You'D Be Hard-Pressed To Find A Similar,Property That Falls Near The Same Claim The Offer While It Still Stands It Is A Perfect Bargain So Buy This Property Today.",https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_block_5_marla_designer_house_low_budget_house_100_original_picture_original_price-51579431-1804-1.html,House,no,yes,no,"Bahria Town, Lahore, Punjab",1.96 Crore,19600000.0,For Sale,5 Marla Designer House Low Budget House 100 % Original Picture Original Price,
4 days ago,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces', 'Lobby in Building', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floor', 'Floors in Building', 'Elevators', 'Service Elevators in Building', 'Other Main Features'], 'Rooms': ['Bedrooms', 'Bathrooms', 'Servant Quarters', 'Drawing Room', 'Dining Room', 'Kitchens', 'Gym', 'Store Rooms', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Business Center or Media Room in Building', 'Intercom', 'ATM Machines', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Laundry or Dry Cleaning Facility', 'Pets Not Allowed', 'Other Facilities']}",11 Marla,4,3,PKR,super hot,askari 10 sector s brand new flat having three beds huge tv lounge beautiful kitchen drawing room servant quarter washing area available for sale please call for best deal,https://www.zameen.com/Property/askari_10_askari_10_-_sector_s_open_view_ring_road_flat_3rd_floor_three_beds_urgent_for_sale-51425398-21434-1.html,Flat,no,no,no,"Askari, Lahore, Punjab",3.8 Crore,38000000.0,For Sale,Open View Ring Road Flat 3rd Floor Three Beds Urgent For Sale,
4 days ago,"Javed Colony - Ghazi Road, Lahore, Punjab","{'Main Features': ['Parking Spaces: 1', 'Flooring', 'Electricity Backup'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 3', 'Drawing Room', 'Kitchens: 2', 'Lounge or Sitting Room'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Security Staff', 'Other Facilities']}",3 Marla,3,3,PKR,super hot,"Discover your new home in the heart of Lahore! This delightful 3 Marla house is located in the serene and well-connected Defence Lane, Javed Colony, Ghazi Road. Perfect for families, this house offers:,- 3 Spacious Bedrooms with attached baths, ensuring comfort and privacy for everyone. ,- A welcoming Drawing Room for entertaining guests. ,- A cozy Lounge for family gatherings and relaxation. ,- 2 Independent Kitchens designed for convenience and functionality. ,- 2 Independent Electric Connections and 2 independent Gas Connections for uninterrupted utilities. ,- Equipped with Solar system,A Small Garage to safely park your vehicle. ,This property is ideal for those seeking a comfortable and convenient lifestyle in a prime location. Dont miss out on this fantastic opportunity to own a beautiful home in Lahore!",https://www.zameen.com/Property/lahore_javed_colony_-_ghazi_road_3_marla_house_for_sale_in_defence_lane_javed_colony_ghazi_road_lahore-51565944-4493-1.html,House,no,yes,no,"Javed Colony - Ghazi Road, Lahore, Punjab",1.35 Crore,13500000.0,For Sale,"3 Marla House for Sale in Defence Lane, Javed Colony, Ghazi Road, Lahore",
4 days ago,"Sterling Residences, Gulberg, Lahore, Punjab","{'Main Features': ['Built in year: 2022', 'Parking Spaces: 1', 'Lobby in Building', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floor: 5', 'Floors in Building: 8', 'Elevators: 3', 'Service Elevators in Building', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 2', 'Bathrooms: 3', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 1', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Business Center or Media Room in Building', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Laundry or Dry Cleaning Facility', 'Facilities for Disabled', 'Other Facilities']}",8.6 Marla,3,2,PKR,super hot,5 Star Residence In The Heart Of Lahore Gulberg. An Excellent Investment Opportunity. A Property Looking Over Lush Golf Course Of Gym Khana,https://www.zameen.com/Property/gulberg_sterling_residences_5_star_luxury_apartment_for_sale-50958278-12660-1.html,Flat,no,no,no,"Gulberg, Lahore, Punjab",6.15 Crore,61500000.0,For Sale,5 Star Luxury Apartment For Sale!,
4 days ago,"DHA Phase 7, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 4', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 2', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,6,5,PKR,super hot,"One Kanal House Details ,5 Master Bed With Attached Baths,6 Bathrooms In The Bungalow. ,2 Beautiful T. V Lounge 1 Drawing & Dining ,2 Fotile Company Kitchens,2 Servant Quarters,4 Big Cars Parking,Grohi Sanitary Fittings,2 Store Rooms,Beautiful Lawn & Terrace,Bar B. Q Area In Bungalow,Ash Wood Door Almirah,Amazing Wallpapers & Entrance Lobby,Imported Marbles & Tiles Flooring,2 Imported Jacuzzi's And 5 Cabin Showers In Baths. ,All Baths Are Equipped With Imported Fittings. ,Grohe Fittings. ,Amazing Woodwork, All Teak Wood Ash Wood Used In Bungalow. ,Bath Tubs Jacuzzi Installed In Every Wash Room. ,House Is Located Near Park Mosque. ,Commercial Area Is Very Near To Premises. ,Total Covered Area Of House Is 4500 Sq Ft. ,Double Story House. ,FOR MORE INFORMATION PLEASE CONTACT US.",https://www.zameen.com/Property/dha_defence_dha_phase_7_brand_new_1_kanal_modern_antique_design_bungalow_for_sale_in_dha_phase_7_top_location_dha_phase_7_lahore-50640199-1450-1.html,House,yes,yes,no,"DHA Defence, Lahore, Punjab",6.35 Crore,63500000.0,For Sale,Brand New 1 Kanal Modern Antique Design Bungalow For Sale In Dha Phase 7 Top Location DHA Phase 7 Lahore,
4 days ago,"DHA Phase 6 - Block B, DHA Phase 6, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 4', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 3', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 5', 'Bathrooms: 6', 'Servant Quarters: 2', 'Drawing Room', 'Dining Room', 'Kitchens: 3', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 2', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,6,5,PKR,super hot,"COMPLETE WIRING OF UPS AND GENERATOR DONE IN THE HOUSE,NEAR TO PARK MOSQUE SCHOOL MARKET ,ALL THE CONSTRUCTION NEAR AND ADJACENT TO THE HOUSE IS NEW,SPACIOUS GREEN BELT,HOUSE IS COMPLETED ACCORDING TO SOCIETY BY LAWS,THE SUPERB ELEVATION HOUSE LOCATION IS EXCELLENT ,MAIN HOSPITALS ARE SO NEARBY THAT HARDLY JUST 5 MINUTES AWAY FROM THE PREMISES ,ALL THE BASIC NECESSITIES OF LIFE ARE AVAILABLE ,ALL THE BASIC UTILITIES ARE AVAILABLE INCLUDING CONNECTIONS TO WATER SEWAGE GAS AND ELECTRICITY,ADDITIONAL FEATURES,A GATED COMMUNITY PROVIDES YOU A SENSE OF SECURITY EVEN IF YOU ARE NOT AT HOME ,WALKING DISTANCE FROM THE PARK ,THE MOSQUE IS NEARBY ,NEAR FOOD STREET ,DEMAND IS VERY REASONABLE EVEN IF WE COMPARE TO THE AREA WHICH IS NOT EVEN CLOSE TO SUCH ,PEACEFUL AREA ,NOTE,FOR EXCEPTIONAL SERVICES KINDLY DO NOT HESITATE TO CALL US AS OUR EXPERT TEAM IS AVAILABLE ALL THE TIME TO PROVIDE YOUR SERVICES OR GUIDE ANY OF YOUR PROPERTY RELATED INQUIRES AS WE DEAL FROM RENTING PROPERTY TO SELLING PLOTS BOTH RESIDENTIAL COMMERCIAL AND HOUSES",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_b_1_kanal_out_standing_top_quality_ultra_modern_house_with_basement_for_sale_phase_6-51306153-1611-1.html,House,yes,yes,no,"DHA Defence, Lahore, Punjab",8.94 Crore,89400000.0,For Sale,1 Kanal Out Standing Top Quality Ultra Modern House With Basement For Sale Phase 6,
4 days ago,"DHA 11 Rahbar, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 2', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 1', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 3', 'Bathrooms: 4', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 1', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",5 Marla,4,3,PKR,super hot,"Bilal Estate Advisor Offering. . . . . . . . . . . . . . . . . . ,Corner Dream Home Opportunity in DHA Phase 11 Rahbar Spacious 3-Bedroom Brand New House with Attached Baths for Urgent Sale!,For sale in DHA Phase 11 Rahbar, this meticulously crafted home boasts a prime construction size of 26x45 ft, with a total covered area of 1,942 sq. ft. and an additional 32.5 ft excess area. Built to exceptional standards, this residence features first-class bricks, Maple Leaf cement, and durable Mughal Supreme Grade 60 rebar. The homes infrastructure is expertly constructed with Popular pipes for sewerage and sanitation, ensuring longevity and reliability. ,The main door is made of 14-gauge steel, while all internal doors are crafted from pine yellow wood for added elegance. Premium materials extend into the interiors, with imported sheets in wardrobes and Lasani sheets in the kitchen. Faisal sanitary fittings equip all bathrooms and kitchens, complemented by quality Cannon stoves and hoods for a refined cooking experience. The kitchen and bathroom spaces feature high-quality tiles, stylish vanities, and heavy-gauge sinks, making everyday use a pleasure. ,In addition to luxurious finishes, this home is fitted with security and safety essentials, including security cameras, an electric fence, and a comprehensive fire alarm and suppression system. First-class aluminum windows with steel-welded grills provide both aesthetics and safety. This beautifully designed home offers modern living in a secure and sought-after area, perfect for buyers looking for quality, style, and peace of mind. ,Wondering where to start or looking for insights? Contact Bilal Estate Advisor for expert advice on your next property investment.",https://www.zameen.com/Property/lahore_dha_11_rahbar_corner_modern_luxury_living_in_dha_phase_11_rehbar_brand_new_3-bedroom_house_with_attached_baths_on_urgent_sale_motivated_seller_amp_hassle-free_deal-51572918-1410-1.html,House,yes,yes,yes,"DHA 11 Rahbar, Lahore, Punjab",2.45 Crore,24500000.0,For Sale,Corner Modern Luxury Living In DHA Phase 11 Rehbar Brand New 3-Bedroom House With Attached Baths On Urgent Sale! Motivated Seller &Amp; Hassle-Free Deal,
4 days ago,"DHA Phase 7 - Block U, DHA Phase 7, DHA Defence, Lahore, Punjab","{'Main Features': ['Built in year: 2024', 'Parking Spaces: 4', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 3', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 6', 'Bathrooms: 7', 'Servant Quarters: 2', 'Drawing Room', 'Dining Room', 'Kitchens: 4', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 2', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Swimming Pool', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,6,6,PKR,super hot,"One Kanal House Details,6 Master Bed With Attached Baths,7 Bathrooms In The Bungalow. ,3 Beautiful T. V Lounge 1 Drawing & Dining,Fully Furnished,2 Fotile Company Kitchens,2 Servant Quarters,4 Big Cars Parking,Grohi Sanitary Fittings,2 Store Rooms,Beautiful Lawn & Terrace,Bar B. Q Area In Bungalow,Ash Wood Door Almirah,Amazing Wallpapers & Entrance Lobby,Imported Marbles & Tiles Flooring,2 Imported Jacuzzi'S And 5 Cabin Showers In Baths. ,All Baths Are Equipped With Imported Fittings. ,FOR MORE INFORMATION PLEASE CONTACT US.",https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_modern_design_basment_house_for_sale-50814404-1628-1.html,House,yes,yes,no,"DHA Defence, Lahore, Punjab",6.6 Crore,66000000.0,For Sale,MODERN DESIGN BASMENT HOUSE FOR SALE,
9 hours ago,"Bahria Orchard Phase 1 - Central, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab","{'Main Features': ['Built in year: 2018', 'Parking Spaces: 3', 'Double Glazed Windows', 'Central Air Conditioning', 'Central Heating', 'Flooring', 'Electricity Backup', 'Waste Disposal', 'Floors: 2', 'Other Main Features', 'Furnished'], 'Rooms': ['Bedrooms: 4', 'Bathrooms: 6', 'Servant Quarters: 1', 'Drawing Room', 'Dining Room', 'Kitchens: 2', 'Study Room', 'Prayer Room', 'Powder Room ', 'Gym', 'Store Rooms: 1', 'Steam Room', 'Lounge or Sitting Room', 'Laundry Room', 'Other Rooms'], 'Business and Communication': ['Broadband Internet Access', 'Satellite or Cable TV Ready', 'Intercom', 'Other Business and Communication Facilities'], 'Community Features': ['Community Lawn or Garden', 'Community Swimming Pool', 'Community Gym', 'First Aid or Medical Centre', 'Day Care Centre', 'Kids Play Area', 'Barbeque Area', 'Mosque', 'Community Centre', 'Other Community Facilities'], 'Healthcare Recreational': ['Lawn or Garden', 'Sauna', 'Jacuzzi', 'Other Healthcare and Recreation Facilities'], 'Nearby Locations and Other Facilities': ['Nearby Schools', 'Nearby Hospitals', 'Nearby Shopping Malls', 'Nearby Restaurants', 'Distance From Airport (kms)', 'Nearby Public Transport Service', 'Other Nearby Places'], 'Other Facilities\r\n': ['Maintenance Staff', 'Security Staff', 'Facilities for Disabled', 'Other Facilities']}",1 Kanal,5,4,PKR,hot,"Al fateh real estate offer you low budget 1 kanal villa in reasonable price,prime location ,1 kanal in very reasonable price ,its in good condition ,with 2 kitchen,5 bedroom ,6 bathroom,8 marla lown,drawing room ,3 car parking ,Project Attraction Nature park themed country style modern community,Project Type Master planned development comprising 1 Kanal Bahria Orchard Villas, 5 Marla Bahria Cottages, 5, 8, 10 Marla & 1 Kanal Developed Plots,,Location Raiwind Road, Lahore, Bahria Orchard is that fairytale land bringing our dreams to reality. ,Enter Bahria Orchard through a dramatic gate house. The entrance boulevard winds itself through a wonderfully themed landscaped park. A cool, calm breeze consistently caresses your mind and soul and invites you to savor the gentleness of nature. ,Designed as a golf course community Bahria Orchard is nestled into nature green residential spheres. Each sphere shares high-end amenities and miles of jogging and biking trails. A Golf and Country Club will offer riding stables and a spectacular eighteen-hole championship golf course. ,Therefore for all the right reasons and seasons, Bahria Orchard is your choice for living a life that is nurtured by nature itself. ,Features,Orchard Park a themed entrance park,Orchard Falls,Hospital,Mosque,Community Parks,Commercial Area,Gold Class Theatre,School,Orchard Community Office,Golf Course,Zoo,Call us for more details.",https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_central_1_kanal_villa_luxury_for_sale_in_reasonable_price_bahria_orchard_central_lahore-50952463-8238-1.html,House,no,yes,no,"Bahria Orchard, Lahore, Punjab",3.5 Crore,35000000.0,For Sale,1 KANAL VILLA LUXURY FOR SALE IN REASONABLE PRICE BAHRIA ORCHARD CENTRAL LAHORE,
